county_fips,in.county,county_name,state_name,county_state_name
38081,G3800810,Sargent County,North Dakota,"Sargent County, North Dakota"
38083,G3800830,Sheridan County,North Dakota,"Sheridan County, North Dakota"
38085,G3800850,Sioux County,North Dakota,"Sioux County, North Dakota"
38087,G3800870,Slope County,North Dakota,"Slope County, North Dakota"
38089,G3800890,Stark County,North Dakota,"Stark County, North Dakota"
38091,G3800910,Steele County,North Dakota,"Steele County, North Dakota"
38093,G3800930,Stutsman County,North Dakota,"Stutsman County, North Dakota"
38095,G3800950,Towner County,North Dakota,"Towner County, North Dakota"
38097,G3800970,Traill County,North Dakota,"Traill County, North Dakota"
38099,G3800990,Walsh County,North Dakota,"Walsh County, North Dakota"
38101,G3801010,Ward County,North Dakota,"Ward County, North Dakota"
38103,G3801030,Wells County,North Dakota,"Wells County, North Dakota"
38105,G3801050,Williams County,North Dakota,"Williams County, North Dakota"
39001,G3900010,Adams County,Ohio,"Adams County, Ohio"
39003,G3900030,Allen County,Ohio,"Allen County, Ohio"
39005,G3900050,Ashland County,Ohio,"Ashland County, Ohio"
39007,G3900070,Ashtabula County,Ohio,"Ashtabula County, Ohio"
39009,G3900090,Athens County,Ohio,"Athens County, Ohio"
39011,G3900110,Auglaize County,Ohio,"Auglaize County, Ohio"
39013,G3900130,Belmont County,Ohio,"Belmont County, Ohio"
39015,G3900150,Brown County,Ohio,"Brown County, Ohio"
39017,G3900170,Butler County,Ohio,"Butler County, Ohio"
39019,G3900190,Carroll County,Ohio,"Carroll County, Ohio"
39021,G3900210,Champaign County,Ohio,"Champaign County, Ohio"
39023,G3900230,Clark County,Ohio,"Clark County, Ohio"
39025,G3900250,Clermont County,Ohio,"Clermont County, Ohio"
39027,G3900270,Clinton County,Ohio,"Clinton County, Ohio"
39029,G3900290,Columbiana County,Ohio,"Columbiana County, Ohio"
39031,G3900310,Coshocton County,Ohio,"Coshocton County, Ohio"
39033,G3900330,Crawford County,Ohio,"Crawford County, Ohio"
39035,G3900350,Cuyahoga County,Ohio,"Cuyahoga County, Ohio"
39037,G3900370,Darke County,Ohio,"Darke County, Ohio"
39039,G3900390,Defiance County,Ohio,"Defiance County, Ohio"
39041,G3900410,Delaware County,Ohio,"Delaware County, Ohio"
39043,G3900430,Erie County,Ohio,"Erie County, Ohio"
39045,G3900450,Fairfield County,Ohio,"Fairfield County, Ohio"
39047,G3900470,Fayette County,Ohio,"Fayette County, Ohio"
39049,G3900490,Franklin County,Ohio,"Franklin County, Ohio"
39051,G3900510,Fulton County,Ohio,"Fulton County, Ohio"
39053,G3900530,Gallia County,Ohio,"Gallia County, Ohio"
39055,G3900550,Geauga County,Ohio,"Geauga County, Ohio"
39057,G3900570,Greene County,Ohio,"Greene County, Ohio"
39059,G3900590,Guernsey County,Ohio,"Guernsey County, Ohio"
39061,G3900610,Hamilton County,Ohio,"Hamilton County, Ohio"
39063,G3900630,Hancock County,Ohio,"Hancock County, Ohio"
39065,G3900650,Hardin County,Ohio,"Hardin County, Ohio"
39067,G3900670,Harrison County,Ohio,"Harrison County, Ohio"
39069,G3900690,Henry County,Ohio,"Henry County, Ohio"
39071,G3900710,Highland County,Ohio,"Highland County, Ohio"
39073,G3900730,Hocking County,Ohio,"Hocking County, Ohio"
39075,G3900750,Holmes County,Ohio,"Holmes County, Ohio"
39077,G3900770,Huron County,Ohio,"Huron County, Ohio"
39079,G3900790,Jackson County,Ohio,"Jackson County, Ohio"
39081,G3900810,Jefferson County,Ohio,"Jefferson County, Ohio"
39083,G3900830,Knox County,Ohio,"Knox County, Ohio"
39085,G3900850,Lake County,Ohio,"Lake County, Ohio"
39087,G3900870,Lawrence County,Ohio,"Lawrence County, Ohio"
39089,G3900890,Licking County,Ohio,"Licking County, Ohio"
39091,G3900910,Logan County,Ohio,"Logan County, Ohio"
39093,G3900930,Lorain County,Ohio,"Lorain County, Ohio"
39095,G3900950,Lucas County,Ohio,"Lucas County, Ohio"
39097,G3900970,Madison County,Ohio,"Madison County, Ohio"
39099,G3900990,Mahoning County,Ohio,"Mahoning County, Ohio"
39101,G3901010,Marion County,Ohio,"Marion County, Ohio"
39103,G3901030,Medina County,Ohio,"Medina County, Ohio"
39105,G3901050,Meigs County,Ohio,"Meigs County, Ohio"
39107,G3901070,Mercer County,Ohio,"Mercer County, Ohio"
39109,G3901090,Miami County,Ohio,"Miami County, Ohio"
39111,G3901110,Monroe County,Ohio,"Monroe County, Ohio"
39113,G3901130,Montgomery County,Ohio,"Montgomery County, Ohio"
39115,G3901150,Morgan County,Ohio,"Morgan County, Ohio"
39117,G3901170,Morrow County,Ohio,"Morrow County, Ohio"
39119,G3901190,Muskingum County,Ohio,"Muskingum County, Ohio"
39121,G3901210,Noble County,Ohio,"Noble County, Ohio"
39123,G3901230,Ottawa County,Ohio,"Ottawa County, Ohio"
39125,G3901250,Paulding County,Ohio,"Paulding County, Ohio"
39127,G3901270,Perry County,Ohio,"Perry County, Ohio"
39129,G3901290,Pickaway County,Ohio,"Pickaway County, Ohio"
39131,G3901310,Pike County,Ohio,"Pike County, Ohio"
39133,G3901330,Portage County,Ohio,"Portage County, Ohio"
39135,G3901350,Preble County,Ohio,"Preble County, Ohio"
39137,G3901370,Putnam County,Ohio,"Putnam County, Ohio"
39139,G3901390,Richland County,Ohio,"Richland County, Ohio"
39141,G3901410,Ross County,Ohio,"Ross County, Ohio"
39143,G3901430,Sandusky County,Ohio,"Sandusky County, Ohio"
39145,G3901450,Scioto County,Ohio,"Scioto County, Ohio"
39147,G3901470,Seneca County,Ohio,"Seneca County, Ohio"
39149,G3901490,Shelby County,Ohio,"Shelby County, Ohio"
39151,G3901510,Stark County,Ohio,"Stark County, Ohio"
39153,G3901530,Summit County,Ohio,"Summit County, Ohio"
39155,G3901550,Trumbull County,Ohio,"Trumbull County, Ohio"
39157,G3901570,Tuscarawas County,Ohio,"Tuscarawas County, Ohio"
39159,G3901590,Union County,Ohio,"Union County, Ohio"
39161,G3901610,Van Wert County,Ohio,"Van Wert County, Ohio"
39163,G3901630,Vinton County,Ohio,"Vinton County, Ohio"
39165,G3901650,Warren County,Ohio,"Warren County, Ohio"
39167,G3901670,Washington County,Ohio,"Washington County, Ohio"
39169,G3901690,Wayne County,Ohio,"Wayne County, Ohio"
39171,G3901710,Williams County,Ohio,"Williams County, Ohio"
39173,G3901730,Wood County,Ohio,"Wood County, Ohio"
39175,G3901750,Wyandot County,Ohio,"Wyandot County, Ohio"
40001,G4000010,Adair County,Oklahoma,"Adair County, Oklahoma"
40003,G4000030,Alfalfa County,Oklahoma,"Alfalfa County, Oklahoma"
40005,G4000050,Atoka County,Oklahoma,"Atoka County, Oklahoma"
40007,G4000070,Beaver County,Oklahoma,"Beaver County, Oklahoma"
40009,G4000090,Beckham County,Oklahoma,"Beckham County, Oklahoma"
40011,G4000110,Blaine County,Oklahoma,"Blaine County, Oklahoma"
40013,G4000130,Bryan County,Oklahoma,"Bryan County, Oklahoma"
40015,G4000150,Caddo County,Oklahoma,"Caddo County, Oklahoma"
40017,G4000170,Canadian County,Oklahoma,"Canadian County, Oklahoma"
40019,G4000190,Carter County,Oklahoma,"Carter County, Oklahoma"
40021,G4000210,Cherokee County,Oklahoma,"Cherokee County, Oklahoma"
40023,G4000230,Choctaw County,Oklahoma,"Choctaw County, Oklahoma"
40025,G4000250,Cimarron County,Oklahoma,"Cimarron County, Oklahoma"
40027,G4000270,Cleveland County,Oklahoma,"Cleveland County, Oklahoma"
40029,G4000290,Coal County,Oklahoma,"Coal County, Oklahoma"
40031,G4000310,Comanche County,Oklahoma,"Comanche County, Oklahoma"
40033,G4000330,Cotton County,Oklahoma,"Cotton County, Oklahoma"
40035,G4000350,Craig County,Oklahoma,"Craig County, Oklahoma"
40037,G4000370,Creek County,Oklahoma,"Creek County, Oklahoma"
40039,G4000390,Custer County,Oklahoma,"Custer County, Oklahoma"
40041,G4000410,Delaware County,Oklahoma,"Delaware County, Oklahoma"
40043,G4000430,Dewey County,Oklahoma,"Dewey County, Oklahoma"
40045,G4000450,Ellis County,Oklahoma,"Ellis County, Oklahoma"
40047,G4000470,Garfield County,Oklahoma,"Garfield County, Oklahoma"
40049,G4000490,Garvin County,Oklahoma,"Garvin County, Oklahoma"
40051,G4000510,Grady County,Oklahoma,"Grady County, Oklahoma"
40053,G4000530,Grant County,Oklahoma,"Grant County, Oklahoma"
40055,G4000550,Greer County,Oklahoma,"Greer County, Oklahoma"
40057,G4000570,Harmon County,Oklahoma,"Harmon County, Oklahoma"
40059,G4000590,Harper County,Oklahoma,"Harper County, Oklahoma"
40061,G4000610,Haskell County,Oklahoma,"Haskell County, Oklahoma"
40063,G4000630,Hughes County,Oklahoma,"Hughes County, Oklahoma"
40065,G4000650,Jackson County,Oklahoma,"Jackson County, Oklahoma"
40067,G4000670,Jefferson County,Oklahoma,"Jefferson County, Oklahoma"
40069,G4000690,Johnston County,Oklahoma,"Johnston County, Oklahoma"
40071,G4000710,Kay County,Oklahoma,"Kay County, Oklahoma"
40073,G4000730,Kingfisher County,Oklahoma,"Kingfisher County, Oklahoma"
40075,G4000750,Kiowa County,Oklahoma,"Kiowa County, Oklahoma"
40077,G4000770,Latimer County,Oklahoma,"Latimer County, Oklahoma"
40079,G4000790,Le Flore County,Oklahoma,"Le Flore County, Oklahoma"
40081,G4000810,Lincoln County,Oklahoma,"Lincoln County, Oklahoma"
40083,G4000830,Logan County,Oklahoma,"Logan County, Oklahoma"
40085,G4000850,Love County,Oklahoma,"Love County, Oklahoma"
40087,G4000870,McClain County,Oklahoma,"McClain County, Oklahoma"
40089,G4000890,McCurtain County,Oklahoma,"McCurtain County, Oklahoma"
40091,G4000910,McIntosh County,Oklahoma,"McIntosh County, Oklahoma"
40093,G4000930,Major County,Oklahoma,"Major County, Oklahoma"
40095,G4000950,Marshall County,Oklahoma,"Marshall County, Oklahoma"
40097,G4000970,Mayes County,Oklahoma,"Mayes County, Oklahoma"
40099,G4000990,Murray County,Oklahoma,"Murray County, Oklahoma"
40101,G4001010,Muskogee County,Oklahoma,"Muskogee County, Oklahoma"
40103,G4001030,Noble County,Oklahoma,"Noble County, Oklahoma"
40105,G4001050,Nowata County,Oklahoma,"Nowata County, Oklahoma"
40107,G4001070,Okfuskee County,Oklahoma,"Okfuskee County, Oklahoma"
40109,G4001090,Oklahoma County,Oklahoma,"Oklahoma County, Oklahoma"
40111,G4001110,Okmulgee County,Oklahoma,"Okmulgee County, Oklahoma"
40113,G4001130,Osage County,Oklahoma,"Osage County, Oklahoma"
40115,G4001150,Ottawa County,Oklahoma,"Ottawa County, Oklahoma"
40117,G4001170,Pawnee County,Oklahoma,"Pawnee County, Oklahoma"
40119,G4001190,Payne County,Oklahoma,"Payne County, Oklahoma"
40121,G4001210,Pittsburg County,Oklahoma,"Pittsburg County, Oklahoma"
40123,G4001230,Pontotoc County,Oklahoma,"Pontotoc County, Oklahoma"
40125,G4001250,Pottawatomie County,Oklahoma,"Pottawatomie County, Oklahoma"
40127,G4001270,Pushmataha County,Oklahoma,"Pushmataha County, Oklahoma"
40129,G4001290,Roger Mills County,Oklahoma,"Roger Mills County, Oklahoma"
40131,G4001310,Rogers County,Oklahoma,"Rogers County, Oklahoma"
40133,G4001330,Seminole County,Oklahoma,"Seminole County, Oklahoma"
40135,G4001350,Sequoyah County,Oklahoma,"Sequoyah County, Oklahoma"
40137,G4001370,Stephens County,Oklahoma,"Stephens County, Oklahoma"
40139,G4001390,Texas County,Oklahoma,"Texas County, Oklahoma"
40141,G4001410,Tillman County,Oklahoma,"Tillman County, Oklahoma"
40143,G4001430,Tulsa County,Oklahoma,"Tulsa County, Oklahoma"
40145,G4001450,Wagoner County,Oklahoma,"Wagoner County, Oklahoma"
40147,G4001470,Washington County,Oklahoma,"Washington County, Oklahoma"
40149,G4001490,Washita County,Oklahoma,"Washita County, Oklahoma"
40151,G4001510,Woods County,Oklahoma,"Woods County, Oklahoma"
40153,G4001530,Woodward County,Oklahoma,"Woodward County, Oklahoma"
41001,G4100010,Baker County,Oregon,"Baker County, Oregon"
41003,G4100030,Benton County,Oregon,"Benton County, Oregon"
41005,G4100050,Clackamas County,Oregon,"Clackamas County, Oregon"
41007,G4100070,Clatsop County,Oregon,"Clatsop County, Oregon"
41009,G4100090,Columbia County,Oregon,"Columbia County, Oregon"
41011,G4100110,Coos County,Oregon,"Coos County, Oregon"
41013,G4100130,Crook County,Oregon,"Crook County, Oregon"
41015,G4100150,Curry County,Oregon,"Curry County, Oregon"
41017,G4100170,Deschutes County,Oregon,"Deschutes County, Oregon"
41019,G4100190,Douglas County,Oregon,"Douglas County, Oregon"
41021,G4100210,Gilliam County,Oregon,"Gilliam County, Oregon"
41023,G4100230,Grant County,Oregon,"Grant County, Oregon"
41025,G4100250,Harney County,Oregon,"Harney County, Oregon"
41027,G4100270,Hood River County,Oregon,"Hood River County, Oregon"
41029,G4100290,Jackson County,Oregon,"Jackson County, Oregon"
41031,G4100310,Jefferson County,Oregon,"Jefferson County, Oregon"
41033,G4100330,Josephine County,Oregon,"Josephine County, Oregon"
41035,G4100350,Klamath County,Oregon,"Klamath County, Oregon"
41037,G4100370,Lake County,Oregon,"Lake County, Oregon"
41039,G4100390,Lane County,Oregon,"Lane County, Oregon"
41041,G4100410,Lincoln County,Oregon,"Lincoln County, Oregon"
41043,G4100430,Linn County,Oregon,"Linn County, Oregon"
41045,G4100450,Malheur County,Oregon,"Malheur County, Oregon"
41047,G4100470,Marion County,Oregon,"Marion County, Oregon"
41049,G4100490,Morrow County,Oregon,"Morrow County, Oregon"
41051,G4100510,Multnomah County,Oregon,"Multnomah County, Oregon"
41053,G4100530,Polk County,Oregon,"Polk County, Oregon"
41055,G4100550,Sherman County,Oregon,"Sherman County, Oregon"
41057,G4100570,Tillamook County,Oregon,"Tillamook County, Oregon"
41059,G4100590,Umatilla County,Oregon,"Umatilla County, Oregon"
41061,G4100610,Union County,Oregon,"Union County, Oregon"
41063,G4100630,Wallowa County,Oregon,"Wallowa County, Oregon"
41065,G4100650,Wasco County,Oregon,"Wasco County, Oregon"
41067,G4100670,Washington County,Oregon,"Washington County, Oregon"
41069,G4100690,Wheeler County,Oregon,"Wheeler County, Oregon"
41071,G4100710,Yamhill County,Oregon,"Yamhill County, Oregon"
42001,G4200010,Adams County,Pennsylvania,"Adams County, Pennsylvania"
42003,G4200030,Allegheny County,Pennsylvania,"Allegheny County, Pennsylvania"
42005,G4200050,Armstrong County,Pennsylvania,"Armstrong County, Pennsylvania"
42007,G4200070,Beaver County,Pennsylvania,"Beaver County, Pennsylvania"
42009,G4200090,Bedford County,Pennsylvania,"Bedford County, Pennsylvania"
42011,G4200110,Berks County,Pennsylvania,"Berks County, Pennsylvania"
42013,G4200130,Blair County,Pennsylvania,"Blair County, Pennsylvania"
42015,G4200150,Bradford County,Pennsylvania,"Bradford County, Pennsylvania"
42017,G4200170,Bucks County,Pennsylvania,"Bucks County, Pennsylvania"
42019,G4200190,Butler County,Pennsylvania,"Butler County, Pennsylvania"
42021,G4200210,Cambria County,Pennsylvania,"Cambria County, Pennsylvania"
42023,G4200230,Cameron County,Pennsylvania,"Cameron County, Pennsylvania"
42025,G4200250,Carbon County,Pennsylvania,"Carbon County, Pennsylvania"
42027,G4200270,Centre County,Pennsylvania,"Centre County, Pennsylvania"
42029,G4200290,Chester County,Pennsylvania,"Chester County, Pennsylvania"
42031,G4200310,Clarion County,Pennsylvania,"Clarion County, Pennsylvania"
42033,G4200330,Clearfield County,Pennsylvania,"Clearfield County, Pennsylvania"
42035,G4200350,Clinton County,Pennsylvania,"Clinton County, Pennsylvania"
42037,G4200370,Columbia County,Pennsylvania,"Columbia County, Pennsylvania"
